run,idx,name,opt,model_anneal,gap_pct
cvrp_full_mh_50-20-15-15,40,X-n289-k60,95.34168336673346,97.95829010009766,2.74445200
cvrp_full_mh_50-20-15-15,41,X-n294-k50,47.39798994974874,48.46821975708008,2.25796454
cvrp_full_mh_50-20-15-15,42,X-n298-k31,34.26526526526526,35.200042724609375,2.72806135
cvrp_full_mh_50-20-15-15,43,X-n303-k21,22.134419551934826,22.509035110473633,1.69245711
cvrp_full_mh_50-20-15-15,44,X-n308-k13,25.96285140562249,26.341346740722656,1.45783423
cvrp_full_mh_50-20-15-15,45,X-n313-k71,94.4206827309237,96.45783996582031,2.15753284
cvrp_full_mh_50-20-15-15,46,X-n317-k53,78.43343343343344,93.3127670288086,18.97065186
cvrp_full_mh_50-20-15-15,47,X-n322-k28,29.834,30.591556549072266,2.53923895
cvrp_full_mh_50-20-15-15,48,X-n327-k20,27.67035175879397,28.58304786682129,3.29846225
cvrp_full_mh_50-20-15-15,49,X-n331-k15,31.133133133133132,32.56934356689453,4.61312528
cvrp_full_mh_50-20-15-15,50,X-n336-k84,139.25025025025025,142.87355041503906,2.60200621
cvrp_full_mh_50-20-15-15,51,X-n344-k43,42.1765295887663,43.03352355957031,2.03192150
cvrp_full_mh_50-20-15-15,52,X-n351-k40,25.896,26.69521713256836,3.08625708
cvrp_full_mh_50-20-15-15,53,X-n359-k29,51.505,52.76835632324219,2.45288093
cvrp_full_mh_50-20-15-15,54,X-n367-k17,24.82480957562568,25.901161193847656,4.33579003
cvrp_full_mh_50-20-15-15,55,X-n376-k94,147.86086086086087,148.11831665039062,0.17412031
cvrp_full_mh_50-20-15-15,56,X-n384-k52,66.07214428857715,67.40189361572266,2.01257178
cvrp_full_mh_50-20-15-15,57,X-n393-k38,38.52970795568983,39.20177459716797,1.74428169
cvrp_full_mh_50-20-15-15,58,X-n401-k29,66.154,67.2092514038086,1.59514376
cvrp_full_mh_50-20-15-15,59,X-n411-k19,19.99188640973631,20.632434844970703,3.20404199
cvrp_full_mh_50-20-15-15,60,X-n420-k130,108.12236710130391,110.94281768798828,2.60857273
cvrp_full_mh_50-20-15-15,61,X-n429-k61,65.71184738955823,67.16172790527344,2.20642178
cvrp_full_mh_50-20-15-15,62,X-n439-k37,36.500501504513544,36.93772506713867,1.19785632
